student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score,total_screen_time,sleep_quality,exercise_level,stress_category,focus_efficiency,lifestyle_balance_score
15024,23,Female,5.83,7.64,7.74,0.61,4.8,2.27,4,499,66,17,87.03,7,80,82.11,59.44,15.419999999999998,Good,High,Moderate,13.722126929674099,-4.939999999999998
15025,20,Male,2.83,4.88,7.19,3.41,0.43,5.35,9,8,33,7,64.06,4,45,64.38,28.12,16.380000000000003,Poor,Medium,Moderate,15.901060070671377,-9.520000000000003
15026,24,Male,1.32,9.88,5.47,2.44,3.95,1.47,3,28,31,19,46.47,4,70,84.85,43.13,13.33,Excellent,Medium,Moderate,53.03030303030303,3.4633333333333365
15027,19,Male,6.88,4.26,10.62,4.58,1.91,1.88,1,131,9,5,74.3,3,49,94.97,42.41,18.99,Poor,Low,Low,7.122093023255814,-13.169999999999998
15028,17,Female,2.41,9.35,5.25,1.64,1.93,2.85,8,187,46,12,99.94,9,74,96.42,51.31,11.67,Excellent,Medium,High,30.705394190871367,-0.43666666666666565
15029,21,Male,7.47,6.12,0.74,0.44,3.14,1.99,14,174,27,11,90.7,5,58,81.73,69.38,6.3100000000000005,Good,Low,Moderate,7.764390896921018,1.83
15030,18,Female,8.41,5.99,0.89,0.28,2.37,4.6,8,301,64,0,80.18,9,38,60.86,60.35,8.14,Poor,High,High,4.5184304399524375,-3.0266666666666673
15031,19,Male,9.9,7.91,11.14,3.45,4.98,5.11,14,332,11,5,56.25,4,64,93.42,65.31,24.68,Good,Low,Moderate,6.4646464646464645,-12.493333333333332
15032,22,Other,5.29,3.65,1.87,0.06,5.25,3.14,9,430,105,0,83.73,3,77,51.18,58.66,10.32,Poor,High,Low,14.555765595463138,-2.5199999999999996
15033,19,Other,9.76,6.83,9.55,0.45,4.82,1.95,12,397,25,9,68.42,5,65,99.95,65.58,16.77,Good,Low,Moderate,6.659836065573771,-7.2766666666666655
15034,19,Female,1.92,4.54,10.27,2.75,5.5,3.91,11,80,115,19,67.49,7,65,91.62,22.09,22.43,Poor,High,Moderate,33.85416666666667,-16.516666666666666
15035,28,Other,8.44,4.1,6.84,7.52,3.14,2.56,14,469,116,10,40.18,4,89,91.85,61.18,20.06,Poor,High,Moderate,10.545023696682465,-11.993333333333332
15036,22,Male,3.92,9.14,10.16,5.72,2.04,3.65,8,292,42,1,42.92,5,80,90.16,46.34,21.569999999999997,Excellent,Medium,Moderate,20.408163265306122,-6.889999999999997
15037,21,Other,3.97,9.98,1.72,5.92,1.54,4.07,13,182,1,4,56.09,9,87,86.01,62.57,13.25,Excellent,Low,High,21.914357682619645,-2.256666666666664
15038,26,Male,3.05,9.8,11.99,1.37,4.94,4.61,9,477,20,0,77.76,10,35,57.75,27.08,22.91,Excellent,Low,High,11.475409836065575,-12.64333333333333
15039,25,Male,2.15,8.75,7.37,4.56,1.63,3.72,9,99,6,2,68.24,7,38,49.44,30.51,17.279999999999998,Excellent,Low,Moderate,17.674418604651162,-6.579999999999998
15040,17,Male,4.7,9.44,10.31,1.85,4.17,3.68,4,250,95,5,58.43,9,67,40.18,44.26,20.009999999999998,Excellent,High,High,14.25531914893617,-6.963333333333331
15041,29,Female,9.88,9.47,3.64,4.15,2.1,5.93,9,307,21,0,95.62,2,69,43.43,91.72,15.82,Excellent,Low,Low,6.983805668016194,1.8200000000000003
15042,19,Female,3.63,4.23,4.08,6.51,3.17,1.62,7,234,8,12,69.53,1,72,87.25,47.72,15.379999999999999,Poor,Low,Low,19.834710743801654,-7.653333333333331
15043,19,Female,4.88,3.6,2.27,3.45,5.1,2.85,11,469,45,13,41.14,7,64,70.58,40.69,13.67,Poor,Medium,Moderate,13.114754098360656,-11.97
15044,27,Other,2.67,3.89,8.74,1.83,0.99,1.65,13,81,89,12,81.94,5,71,50.37,32.49,13.21,Poor,High,Moderate,26.59176029962547,-7.463333333333335
15045,22,Female,3.7,4.14,0.77,2.46,1.84,5.26,5,65,117,14,78.95,5,81,95.51,53.26,10.33,Poor,High,Moderate,21.89189189189189,-3.1500000000000004
15046,24,Female,1.02,8.76,1.74,3.92,0.45,5.2,14,135,69,10,99.9,9,71,75.3,48.42,11.31,Excellent,High,High,69.6078431372549,-0.4900000000000002
15047,19,Male,9.58,9.59,2.49,6.48,2.16,0.3,10,109,103,11,94.1,2,43,58.63,83.95,11.430000000000001,Excellent,High,Low,4.488517745302714,9.183333333333332
15048,19,Female,5.34,5.46,8.45,5.07,4.19,4.13,2,443,24,18,85.65,7,74,84.39,48.13,21.84,Poor,Low,Moderate,13.857677902621724,-17.119999999999997
15049,22,Other,7.46,3.24,8.03,7.64,3.34,5.58,1,44,110,6,56.62,9,59,86.83,40.26,24.589999999999996,Poor,High,High,7.908847184986596,-23.443333333333328
15050,24,Other,5.38,5.15,7.65,7.81,2.05,4.96,4,251,19,17,69.44,7,39,76.49,34.81,22.470000000000002,Poor,Low,Moderate,7.249070631970261,-18.53666666666667
15051,22,Male,7.82,7.94,5.24,2.5,2.63,3.95,9,389,69,7,78.69,7,51,80.02,62.15,14.32,Good,High,Moderate,6.521739130434782,-3.1400000000000006
15052,29,Male,5.57,9.6,11.25,5.28,1.38,1.89,8,495,90,7,68.32,4,85,66.61,59.75,19.8,Excellent,High,Moderate,15.260323159784559,-1.6000000000000014
15053,28,Male,7.16,6.15,11.57,5.67,3.82,2.84,13,22,69,14,82.35,3,35,73.29,43.95,23.900000000000002,Good,High,Low,4.888268156424581,-12.3
15054,26,Male,7.01,5.35,4.75,4.48,0.98,0.22,12,495,119,12,48.36,5,91,52.53,62.66,10.430000000000001,Poor,High,Moderate,12.981455064194009,-0.7633333333333354
15055,19,Male,5.57,7.57,6.55,6.43,1.67,1.43,6,194,76,4,50.43,9,87,93.72,54.24,16.080000000000002,Good,High,High,15.619389587073607,-7.40666666666667
15056,20,Female,2.69,4.48,8.49,2.21,4.3,5.64,6,387,105,16,99.71,6,92,83.77,43.16,20.64,Poor,High,Moderate,34.20074349442379,-14.18
15057,17,Female,2.51,8.36,3.58,6.09,1.89,2.96,14,430,51,7,77.6,5,65,90.03,49.56,14.52,Excellent,Medium,Moderate,25.896414342629484,-1.1000000000000014
15058,29,Female,8.81,5.9,9.27,2.01,4.47,0.96,13,384,29,19,48.15,6,40,84.25,46.97,16.71,Poor,Low,Moderate,4.540295119182747,-9.943333333333333
15059,24,Male,1.65,9.84,9.35,4.34,0.81,3.88,6,183,28,19,65.79,10,67,56.93,33.84,18.38,Excellent,Low,High,40.60606060606061,-7.766666666666666
15060,20,Male,5.81,9.54,6.26,0.9,4.24,0.82,8,410,46,19,99.77,8,59,98.73,61.06,12.22,Excellent,Medium,High,10.154905335628229,0.39333333333333265
15061,22,Male,5.27,7.66,5.28,5.48,2.84,2.93,2,292,102,9,45.64,2,56,43.15,51.99,16.53,Good,High,Low,10.62618595825427,0.18999999999999773
15062,27,Male,8.08,7.54,7.87,6.85,3.07,5.06,1,376,1,10,76.95,6,93,70.09,72.33,22.849999999999998,Good,Low,Moderate,11.509900990099009,-13.736666666666665
15063,19,Male,1.79,3.86,0.69,5.93,2.8,4.0,13,262,72,0,86.75,8,56,80.6,34.32,13.419999999999998,Poor,High,High,31.28491620111732,-11.299999999999999
15064,27,Male,7.03,4.97,10.34,7.63,1.57,3.7,12,478,6,1,98.25,3,75,50.29,57.72,23.24,Poor,Low,Low,10.668563300142248,-16.1
15065,28,Female,6.26,9.03,10.44,7.91,3.86,4.59,8,410,95,7,60.91,10,62,81.94,47.38,26.8,Excellent,High,High,9.904153354632589,-15.573333333333334
15066,27,Male,7.16,5.54,6.31,3.69,1.9,4.82,13,326,96,14,56.65,4,48,72.93,49.79,16.72,Poor,High,Moderate,6.70391061452514,-6.439999999999998
15067,22,Female,6.4,5.97,0.69,1.24,2.68,3.7,13,322,88,15,61.4,7,92,90.98,68.54,8.31,Poor,High,Moderate,14.375,-0.4366666666666674
15068,28,Female,5.84,8.88,4.77,5.7,1.69,4.34,13,448,111,7,63.75,7,94,90.09,68.4,16.5,Excellent,High,Moderate,16.095890410958905,-2.039999999999999
15069,27,Female,9.3,5.99,5.73,3.36,2.28,1.59,13,491,53,11,67.68,4,37,70.8,59.4,12.959999999999999,Poor,Medium,Moderate,3.9784946236559136,-3.213333333333333
15070,25,Female,3.81,8.95,10.17,3.07,0.02,4.21,5,467,102,9,48.87,4,93,90.31,51.59,17.47,Excellent,High,Moderate,24.409448818897637,-0.1700000000000017
15071,25,Female,2.25,3.49,0.89,1.45,3.01,0.69,11,247,117,9,60.23,2,74,95.51,42.99,6.039999999999999,Poor,High,Low,32.888888888888886,2.8400000000000016
15072,26,Female,8.06,7.84,6.34,0.32,3.06,3.04,4,85,110,14,61.39,3,31,54.37,56.17,12.760000000000002,Good,High,Low,3.846153846153846,3.586666666666666
15073,19,Female,1.73,3.44,5.78,6.11,3.15,5.1,7,495,87,12,98.54,3,30,85.86,23.58,20.14,Poor,High,Low,17.341040462427745,-13.360000000000001
15074,19,Male,6.96,8.53,3.05,3.85,2.9,2.68,10,240,85,9,88.03,3,88,88.45,81.38,12.48,Excellent,High,Low,12.64367816091954,4.41333333333333
15075,20,Male,5.72,6.87,3.3,3.18,2.56,1.74,11,426,112,8,67.5,5,64,60.39,57.89,10.780000000000001,Good,High,Moderate,11.18881118881119,1.6933333333333316
15076,28,Female,0.51,6.89,7.18,2.93,3.99,3.68,13,77,36,2,98.76,9,36,47.26,20.86,17.78,Good,Medium,High,70.58823529411765,-11.800000000000002
15077,23,Male,2.78,5.64,11.64,4.03,1.21,0.93,1,165,68,14,71.69,10,86,77.92,30.79,17.810000000000002,Poor,High,High,30.935251798561154,-14.263333333333335
15078,19,Female,5.21,9.32,9.62,5.94,3.45,1.41,1,420,82,11,61.71,9,34,62.24,37.1,20.419999999999998,Excellent,High,High,6.525911708253359,-8.046666666666663
15079,26,Female,3.63,6.56,6.25,3.47,5.4,1.52,6,373,78,17,43.11,5,61,44.24,38.34,16.64,Good,High,Moderate,16.804407713498623,-5.920000000000002
15080,24,Male,4.56,4.82,7.1,0.76,0.72,2.2,10,29,26,18,84.88,2,71,76.59,49.52,10.780000000000001,Poor,Low,Low,15.570175438596493,-2.2733333333333334
15081,27,Female,6.21,8.77,7.1,2.07,0.91,2.58,11,36,80,4,91.05,2,50,47.45,61.5,12.66,Excellent,High,Low,8.051529790660226,5.546666666666667
15082,24,Female,7.44,9.64,8.57,1.07,5.2,4.92,11,120,54,10,66.96,9,94,72.71,69.57,19.759999999999998,Excellent,Medium,High,12.634408602150536,-7.679999999999996
15083,22,Female,1.94,4.7,4.38,1.52,5.44,1.67,10,230,117,13,99.17,8,84,88.46,42.34,13.01,Poor,High,High,43.29896907216495,-7.709999999999999
15084,20,Female,3.19,7.24,8.27,7.0,4.62,3.29,11,161,0,9,80.28,5,44,78.25,35.52,23.18,Good,Low,Moderate,13.793103448275863,-13.7
15085,27,Female,6.55,7.12,3.42,1.38,0.42,1.56,2,110,33,17,79.58,2,56,97.01,64.56,6.779999999999999,Good,Medium,Low,8.549618320610687,6.5600000000000005
15086,28,Female,6.09,7.27,9.73,5.81,0.62,1.51,12,152,94,7,49.58,8,50,81.3,39.49,17.67,Good,High,High,8.210180623973727,-7.99666666666667
15087,27,Female,7.5,6.95,11.31,2.42,5.25,2.29,8,243,43,0,43.26,7,41,56.99,39.3,21.27,Good,Medium,Moderate,5.466666666666667,-12.936666666666666
15088,21,Male,6.58,3.7,6.95,7.21,5.99,0.13,7,160,113,14,62.05,3,66,56.62,49.07,20.279999999999998,Poor,High,Low,10.030395136778115,-12.11333333333333
15089,28,Male,3.64,5.89,1.32,4.98,5.0,4.28,10,426,53,12,80.13,4,60,78.91,51.3,15.580000000000002,Poor,Medium,Moderate,16.483516483516482,-6.033333333333335
15090,18,Male,5.24,9.9,8.69,5.4,5.63,0.06,4,105,83,5,52.63,9,98,82.43,59.55,19.779999999999998,Excellent,High,High,18.702290076335878,-6.213333333333331
15091,29,Male,8.91,3.62,11.17,4.2,5.53,2.06,6,460,81,16,96.36,3,95,60.17,67.02,22.96,Poor,High,Low,10.662177328843995,-16.02
15092,22,Male,2.27,7.69,11.36,7.42,1.64,1.6,3,281,95,6,40.74,7,77,73.47,29.89,22.020000000000003,Good,High,Moderate,33.920704845814974,-10.473333333333336
15093,19,Female,4.08,9.26,10.97,1.26,2.6,5.92,6,253,80,11,63.43,1,72,80.04,51.09,20.75,Excellent,High,Low,17.647058823529413,-0.5633333333333326
15094,22,Female,8.5,4.4,6.98,2.29,5.14,3.71,8,101,36,7,56.5,6,49,41.12,49.56,18.12,Poor,Medium,Moderate,5.764705882352941,-14.120000000000001
15095,28,Female,3.96,8.62,11.06,7.24,2.48,0.62,4,351,110,8,75.96,10,30,77.37,27.42,21.400000000000002,Excellent,High,High,7.575757575757576,-10.493333333333336
15096,21,Female,4.42,4.69,3.58,7.91,1.89,5.67,10,401,107,11,95.51,9,37,53.86,37.42,19.05,Poor,High,High,8.371040723981901,-15.103333333333333
15097,18,Male,3.53,3.21,2.15,6.16,0.47,1.39,9,152,71,6,58.77,5,71,44.1,41.28,10.170000000000002,Poor,High,Moderate,20.11331444759207,-6.383333333333335
15098,28,Male,9.05,6.65,5.98,1.7,1.74,4.83,5,18,54,13,63.21,1,32,93.36,60.6,14.25,Good,Medium,Low,3.5359116022099446,-0.14999999999999858
15099,29,Female,6.8,7.98,0.86,7.27,5.9,5.98,10,247,34,5,93.71,4,82,99.14,80.65,20.009999999999998,Good,Medium,Moderate,12.058823529411764,-6.916666666666664
15100,21,Male,2.48,4.38,1.39,1.34,5.58,5.89,13,217,27,4,91.93,2,75,57.77,51.03,14.2,Poor,Low,Low,30.241935483870968,-6.539999999999999
15101,21,Female,7.62,3.49,7.42,7.0,5.06,4.72,12,409,82,8,47.47,10,81,48.15,47.17,24.2,Poor,High,High,10.62992125984252,-24.486666666666665
15102,25,Male,0.87,6.87,8.6,3.06,4.56,6.0,9,231,42,1,82.89,2,82,90.45,39.93,22.22,Good,Medium,Low,94.25287356321839,-9.079999999999998
15103,27,Male,4.27,4.03,2.1,0.38,1.62,1.1,10,312,19,8,70.78,3,75,42.49,52.16,5.199999999999999,Poor,Low,Low,17.56440281030445,0.49333333333333407
15104,24,Male,9.14,4.29,4.43,4.89,1.55,4.57,4,100,96,11,95.71,7,69,57.58,67.89,15.440000000000001,Poor,High,Moderate,7.549234135667396,-10.66
15105,28,Female,7.05,7.92,9.79,2.96,2.98,3.67,11,87,48,13,59.15,9,83,99.64,56.44,19.4,Good,Medium,High,11.77304964539007,-10.959999999999997
15106,28,Female,8.03,7.28,2.81,0.15,3.38,4.46,3,270,7,0,79.2,7,43,67.57,62.7,10.8,Good,Low,Moderate,5.354919053549191,-3.0066666666666677
15107,23,Female,9.35,9.63,10.74,1.21,2.42,1.44,10,59,95,5,96.39,3,33,43.97,65.76,15.809999999999999,Excellent,High,Low,3.5294117647058827,3.6166666666666707
15108,28,Female,7.86,5.26,6.96,3.65,3.36,5.45,3,343,34,4,67.07,10,98,66.72,62.4,19.419999999999998,Poor,Medium,High,12.468193384223918,-17.766666666666666
15109,29,Female,1.34,4.5,7.32,5.22,2.87,1.02,11,164,57,15,81.29,7,39,90.51,18.07,16.43,Poor,Medium,Moderate,29.104477611940297,-12.53
15110,19,Female,2.69,7.59,2.23,0.26,3.7,0.77,4,381,21,5,89.04,2,50,89.91,50.68,6.960000000000001,Good,Low,Low,18.58736059479554,6.919999999999998
15111,26,Female,5.25,9.8,1.21,4.17,3.16,5.37,6,491,99,4,73.37,5,71,88.81,70.37,13.91,Excellent,High,Moderate,13.523809523809524,3.990000000000002
15112,20,Male,0.63,6.87,4.67,0.38,1.3,4.46,13,105,101,3,63.05,10,53,73.33,24.03,10.809999999999999,Good,High,High,84.12698412698413,-3.703333333333333
15113,22,Female,6.43,5.06,1.59,7.22,3.17,3.61,12,266,118,19,68.65,4,50,68.32,55.57,15.59,Poor,High,Moderate,7.776049766718508,-5.536666666666667
15114,19,Female,6.74,9.37,1.65,5.66,3.17,4.43,14,187,23,5,72.89,2,64,96.88,75.82,14.91,Excellent,Low,Low,9.495548961424332,2.596666666666664
15115,27,Male,7.12,7.27,11.41,0.67,0.38,0.06,14,76,97,15,54.92,10,88,98.19,52.22,12.520000000000001,Good,High,High,12.359550561797752,-4.746666666666668
15116,25,Male,5.78,4.49,1.28,4.06,1.57,5.09,4,448,97,17,55.65,6,52,73.91,48.12,12.0,Poor,High,Moderate,8.996539792387543,-5.786666666666665
15117,24,Male,4.8,9.65,5.55,5.88,3.6,0.3,9,336,59,4,97.92,9,47,68.86,52.88,15.33,Excellent,Medium,High,9.791666666666668,-3.0633333333333344
15118,22,Male,8.63,4.91,9.19,2.3,2.52,3.09,9,6,57,1,89.52,9,75,55.79,58.44,17.099999999999998,Poor,Medium,High,8.690614136732329,-14.379999999999997
15119,20,Female,7.79,9.29,3.77,1.5,4.81,0.19,10,63,71,5,68.99,5,58,40.94,70.89,10.269999999999998,Excellent,High,Moderate,7.445442875481386,5.676666666666668
15120,23,Female,6.32,7.3,6.22,5.41,0.37,4.52,9,295,88,19,80.69,10,68,64.38,54.95,16.519999999999996,Good,High,High,10.759493670886075,-8.986666666666665
15121,29,Female,0.94,6.52,4.64,6.23,0.76,1.65,7,78,16,8,75.96,10,31,52.99,19.44,13.280000000000001,Good,Low,High,32.97872340425532,-9.706666666666669
15122,27,Female,7.09,5.33,8.7,3.21,5.89,2.67,5,317,47,8,65.45,3,35,71.88,43.35,20.47,Poor,Medium,Low,4.9365303244005645,-11.243333333333332
15123,19,Female,5.8,3.83,7.51,1.92,3.77,5.91,2,374,38,19,55.55,3,65,50.99,43.77,19.11,Poor,Medium,Low,11.206896551724139,-13.183333333333334
15124,26,Male,7.09,4.71,4.05,7.54,3.64,4.52,11,423,90,11,69.13,6,69,40.83,57.57,19.75,Poor,High,Moderate,9.732016925246826,-13.33
15125,24,Female,3.46,5.32,7.76,4.29,4.6,0.68,11,460,94,14,48.26,9,42,43.69,22.18,17.33,Poor,High,High,12.138728323699421,-12.556666666666665
15126,17,Female,7.88,5.02,0.54,3.92,1.94,5.72,12,109,85,16,85.97,3,70,42.34,73.78,12.120000000000001,Poor,High,Low,8.883248730964468,-2.246666666666668
15127,19,Female,4.47,3.51,8.22,5.85,3.94,2.84,7,33,55,9,73.07,1,79,98.09,45.54,20.85,Poor,Medium,Low,17.67337807606264,-12.996666666666668
15128,27,Female,9.0,7.06,9.49,7.17,2.73,5.01,12,487,2,13,48.18,2,64,43.4,62.65,24.4,Good,Low,Low,7.111111111111111,-12.213333333333333
15129,21,Female,1.49,6.33,0.58,2.45,2.17,0.78,10,311,3,3,95.04,9,91,92.21,51.46,5.98,Good,Low,High,61.07382550335571,-2.2200000000000006
15130,21,Male,5.1,3.75,8.1,6.5,1.02,0.67,7,37,23,2,62.83,3,36,58.7,31.37,16.29,Poor,Low,Low,7.058823529411765,-11.023333333333332
15131,26,Female,2.45,6.25,6.82,7.47,0.5,1.58,2,447,81,6,77.16,1,52,53.33,38.4,16.369999999999997,Good,High,Low,21.224489795918366,-2.169999999999998
15132,18,Female,4.81,3.55,3.75,7.69,0.09,0.18,14,29,35,6,86.9,1,61,48.93,50.76,11.71,Poor,Medium,Low,12.681912681912683,-4.443333333333335
15133,26,Female,3.86,9.52,2.78,5.5,1.81,3.68,14,449,98,7,66.39,2,37,66.08,52.17,13.77,Excellent,High,Low,9.585492227979275,6.536666666666665
15134,24,Male,8.13,4.81,11.51,6.17,0.1,1.08,12,227,79,16,89.71,2,32,71.82,45.92,18.86,Poor,High,Low,3.9360393603936035,-8.606666666666667
15135,21,Male,2.09,8.07,6.04,6.74,1.64,5.68,12,317,19,7,99.95,10,39,51.79,32.79,20.1,Excellent,Low,High,18.660287081339714,-13.326666666666668
15136,23,Male,6.19,4.76,5.77,6.34,3.75,5.98,7,328,73,9,91.49,5,56,83.21,51.52,21.84,Poor,High,Moderate,9.046849757673666,-14.886666666666667
15137,23,Female,4.36,6.32,10.24,1.5,0.92,5.52,7,187,66,2,98.26,1,41,65.27,41.15,18.18,Good,High,Low,9.40366972477064,-4.34
15138,21,Male,5.42,9.53,4.9,0.02,2.71,1.59,2,343,110,12,56.77,8,46,99.96,50.38,9.22,Excellent,High,High,8.487084870848708,5.506666666666666
15139,24,Female,7.29,9.1,9.77,4.59,0.88,2.6,5,56,74,2,70.95,1,90,91.52,73.5,17.84,Excellent,High,Low,12.345679012345679,1.8266666666666644
15140,25,Male,3.89,8.45,7.03,5.0,2.17,2.08,1,321,108,14,82.16,3,95,49.01,62.78,16.28,Excellent,High,Low,24.42159383033419,1.2199999999999989
15141,20,Male,3.99,8.53,2.92,1.81,5.2,2.36,8,231,91,8,99.43,2,45,53.0,57.77,12.29,Excellent,High,Low,11.278195488721805,5.803333333333335
15142,20,Female,1.23,8.76,4.53,1.5,4.13,4.94,9,443,51,18,72.13,8,70,77.43,41.07,15.100000000000001,Excellent,Medium,High,56.91056910569106,-3.8800000000000026
15143,24,Female,5.74,8.2,0.76,4.26,4.43,2.27,11,363,110,3,84.77,10,70,82.63,65.02,11.719999999999999,Excellent,High,High,12.195121951219512,-1.6533333333333324
15144,17,Female,4.46,9.28,5.56,7.15,2.86,5.42,10,419,58,7,87.9,5,38,83.11,50.18,20.990000000000002,Excellent,Medium,Moderate,8.52017937219731,-5.49666666666667
15145,20,Male,8.22,5.45,11.27,1.5,5.47,0.38,2,67,92,15,53.05,10,69,91.09,45.84,18.619999999999997,Poor,High,High,8.394160583941606,-14.65333333333333
15146,22,Male,4.67,6.68,7.77,7.0,0.89,2.47,13,131,42,8,43.01,1,51,59.69,41.76,18.13,Good,Medium,Low,10.920770877944326,-4.369999999999999
15147,29,Male,9.72,7.52,7.15,6.9,0.72,0.05,14,400,10,1,64.49,10,94,53.07,74.51,14.820000000000002,Good,Low,High,9.670781893004115,-9.446666666666669
15148,20,Male,2.13,4.38,10.5,2.0,1.91,2.15,9,481,80,15,71.99,6,99,58.68,35.0,16.56,Poor,High,Moderate,46.47887323943662,-11.133333333333333
15149,22,Female,3.04,6.52,1.91,6.38,0.59,1.9,13,453,15,12,45.56,6,69,48.23,44.62,10.78,Good,Low,Moderate,22.69736842105263,-3.24
15150,21,Male,4.22,3.87,9.66,7.67,1.81,4.4,13,79,12,7,43.91,6,55,69.18,25.22,23.54,Poor,Low,Moderate,13.033175355450238,-21.4
15151,25,Other,2.12,7.28,8.52,1.26,3.4,2.87,1,416,55,13,96.76,4,63,65.43,40.5,16.05,Good,Medium,Moderate,29.71698113207547,-3.6566666666666663
15152,26,Female,9.74,3.68,6.59,4.37,2.43,2.38,9,224,10,19,73.06,1,31,75.13,55.85,15.77,Poor,Low,Low,3.1827515400410675,-9.076666666666666
15153,25,Female,6.59,6.52,4.93,6.45,2.62,3.38,13,139,100,6,46.25,4,35,82.5,46.32,17.38,Good,High,Moderate,5.311077389984826,-5.006666666666668
15154,20,Other,0.61,6.23,0.91,2.65,0.97,0.16,12,418,27,14,63.98,2,51,94.57,36.44,4.69,Good,Low,Low,83.60655737704919,6.670000000000001
15155,29,Male,6.0,3.78,7.61,0.61,2.67,4.65,6,459,76,7,63.22,2,41,59.54,38.89,15.540000000000001,Poor,High,Low,6.833333333333333,-7.446666666666667
15156,20,Male,7.92,6.08,7.05,0.98,5.53,1.98,12,301,11,6,58.24,7,77,55.13,59.74,15.54,Good,Low,Moderate,9.722222222222221,-10.013333333333332
15157,28,Female,0.99,7.74,3.77,2.67,0.38,3.02,11,475,84,15,81.55,3,99,86.35,54.82,9.84,Good,High,Low,100.0,5.440000000000001
15158,24,Male,5.99,7.16,3.66,0.34,4.09,5.64,9,495,68,17,57.52,9,62,57.99,52.68,13.73,Good,High,High,10.35058430717863,-6.143333333333334
15159,26,Other,4.06,6.21,4.61,0.36,3.81,5.54,10,198,30,6,91.4,1,50,74.5,50.48,14.32,Good,Medium,Low,12.315270935960593,-1.9000000000000004
15160,20,Other,6.02,5.55,5.48,7.8,4.83,4.56,8,164,51,1,94.82,1,31,90.41,50.15,22.669999999999998,Poor,Medium,Low,5.149501661129569,-10.87
15161,18,Female,2.9,3.4,8.99,0.99,3.62,2.96,5,22,77,19,91.34,7,32,69.25,18.49,16.560000000000002,Poor,High,Moderate,11.03448275862069,-14.193333333333335
15162,29,Female,6.83,9.69,6.39,1.31,2.38,3.44,12,454,6,18,77.16,6,78,82.39,70.31,13.519999999999998,Excellent,Low,Moderate,11.420204978038067,0.0600000000000005
15163,29,Female,6.88,5.82,2.23,4.73,4.75,0.87,4,39,77,2,82.48,10,46,83.88,53.0,12.58,Poor,High,High,6.686046511627907,-8.373333333333333
15164,18,Female,5.63,5.92,10.75,6.52,2.16,5.21,9,100,77,12,79.82,8,62,89.09,40.99,24.64,Poor,High,High,11.012433392539965,-18.233333333333334
15165,17,Male,9.28,3.9,6.01,1.28,1.52,0.97,13,192,38,12,48.08,10,84,59.68,58.8,9.780000000000001,Poor,Medium,High,9.051724137931036,-10.713333333333335
15166,21,Female,9.14,6.73,10.82,0.34,3.25,4.53,11,330,28,13,42.59,5,97,54.26,66.76,18.94,Good,Low,Moderate,10.61269146608315,-9.546666666666667
15167,22,Male,0.95,9.85,7.55,1.76,5.68,5.41,7,161,59,9,98.59,9,51,70.14,34.97,20.4,Excellent,Medium,High,53.684210526315795,-7.733333333333334
15168,25,Female,3.25,4.77,7.05,4.03,3.3,0.35,2,105,114,19,83.03,5,88,94.52,45.78,14.729999999999999,Poor,High,Moderate,27.076923076923077,-6.389999999999999
15169,21,Other,3.96,5.19,4.34,7.93,5.97,4.91,14,388,80,2,43.28,3,46,40.11,36.49,23.15,Poor,High,Low,11.616161616161616,-13.103333333333332
15170,29,Male,1.03,4.65,11.67,4.94,4.83,3.3,7,454,39,6,84.71,9,70,41.29,18.52,24.74,Poor,Medium,High,67.96116504854369,-23.139999999999997
15171,22,Male,5.47,9.07,11.81,1.77,5.17,3.75,12,410,57,16,69.65,5,62,82.51,48.67,22.5,Excellent,Medium,Moderate,11.3345521023766,-7.460000000000001
15172,22,Female,0.73,6.33,4.67,0.09,4.3,3.24,6,46,65,14,84.53,3,77,63.45,41.8,12.299999999999999,Good,High,Low,105.47945205479452,-0.4733333333333327
15173,19,Female,6.94,8.76,9.58,1.33,2.14,4.49,2,263,77,4,47.83,6,87,83.35,61.27,17.54,Excellent,High,Moderate,12.536023054755043,-3.453333333333333
15174,28,Female,0.53,8.95,3.6,5.25,2.9,5.05,7,396,1,4,43.94,3,36,90.06,29.9,16.8,Excellent,Low,Low,67.9245283018868,-1.8666666666666671
15175,20,Female,0.8,8.24,7.56,2.55,4.27,0.16,6,395,69,0,89.08,3,56,58.82,36.52,14.54,Excellent,High,Low,70.0,1.240000000000002
15176,17,Female,8.42,4.83,8.21,4.44,1.78,2.82,2,35,111,8,72.85,5,80,80.06,62.14,17.25,Poor,High,Moderate,9.501187648456057,-8.89
15177,20,Male,2.9,3.25,11.82,4.69,5.13,0.2,8,121,27,1,41.98,5,69,73.36,19.65,21.84,Poor,Low,Moderate,23.79310344827586,-19.439999999999998
15178,17,Female,1.27,4.0,3.81,1.27,2.93,1.67,3,275,10,5,57.69,9,47,83.38,18.71,9.68,Poor,Low,High,37.00787401574803,-10.346666666666666
15179,21,Female,4.29,7.88,8.62,3.27,4.07,5.15,14,101,89,19,89.39,6,31,42.24,37.61,21.11,Good,High,Moderate,7.226107226107226,-8.383333333333333
