house_id,monthly_units,house_type,city,family_members,rooms,ac_count,refrigerator,washing_machine,geyser,laptop_count,tv_count,work_from_home,solar_panel,electricity_bill
17110,277,Apartment,Tier_2,5,5,0,1,0,1,0,2,No,Yes,2863.86
17111,379,Villa,Tier_2,1,6,3,0,1,1,3,1,No,No,6709.0
17112,523,Independent House,Tier_1,5,1,3,0,1,0,2,1,Yes,No,6963.14
17113,438,Independent House,Tier_2,3,4,1,1,1,1,2,1,No,Yes,4923.8
17114,447,Independent House,Tier_2,1,5,2,1,0,1,3,2,No,No,6486.08
17115,248,Independent House,Tier_3,3,1,1,1,0,1,1,1,Yes,No,3593.4
17116,228,Apartment,Tier_1,4,4,1,0,0,0,3,2,No,Yes,3181.67
17117,840,Apartment,Tier_2,1,3,0,1,1,0,0,1,Yes,No,6894.45
17118,847,Independent House,Tier_2,4,4,1,1,1,0,2,3,No,No,8387.98
17119,121,Apartment,Tier_3,6,2,2,1,1,1,4,2,No,Yes,3889.79
17120,281,Independent House,Tier_3,2,1,1,0,0,1,2,3,Yes,Yes,3240.27
17121,323,Villa,Tier_3,7,3,3,0,0,1,4,3,Yes,No,6545.04
17122,748,Villa,Tier_3,2,4,1,0,1,1,3,1,No,Yes,5803.16
17123,543,Independent House,Tier_1,3,3,3,1,1,1,0,1,Yes,Yes,6951.45
17124,528,Apartment,Tier_3,4,3,0,1,1,1,0,3,Yes,No,5822.64
17125,877,Independent House,Tier_1,4,6,0,1,1,1,0,1,No,No,8292.9
17126,873,Apartment,Tier_2,1,1,0,0,0,1,1,3,Yes,No,7280.61
17127,516,Villa,Tier_2,2,3,0,0,1,0,3,1,No,Yes,3322.69
17128,829,Apartment,Tier_3,3,1,2,0,1,0,1,1,No,Yes,7365.54
17129,610,Independent House,Tier_3,3,3,0,0,1,0,4,1,No,No,5297.52
17130,644,Villa,Tier_3,1,3,1,1,0,1,1,2,Yes,Yes,6194.13
17131,676,Villa,Tier_2,1,4,0,0,0,1,0,1,No,Yes,4499.67
17132,352,Apartment,Tier_2,6,5,3,1,1,1,2,2,Yes,Yes,6388.89
17133,509,Villa,Tier_2,3,1,3,1,0,0,0,2,No,No,6883.18
17134,292,Villa,Tier_1,1,2,2,0,0,1,3,3,No,No,5656.26
17135,183,Apartment,Tier_2,6,6,2,1,0,1,3,2,No,No,5655.13
17136,271,Villa,Tier_3,4,1,0,0,1,0,0,2,No,No,2326.03
17137,768,Independent House,Tier_1,3,3,0,1,0,1,0,3,No,No,5857.58
17138,738,Apartment,Tier_1,5,6,3,0,1,1,3,2,Yes,Yes,8706.77
17139,459,Apartment,Tier_1,2,5,0,0,1,1,1,2,No,Yes,4002.06
17140,160,Apartment,Tier_2,2,6,0,0,1,1,1,3,No,Yes,1483.58
17141,784,Apartment,Tier_2,5,1,1,1,1,1,3,1,No,Yes,7340.16
17142,628,Independent House,Tier_2,5,3,1,0,0,1,0,1,Yes,Yes,5045.09
17143,456,Apartment,Tier_2,7,6,2,0,0,1,0,2,Yes,No,6141.82
17144,233,Independent House,Tier_3,4,2,0,0,1,1,3,3,Yes,No,3465.31
17145,721,Apartment,Tier_1,3,6,0,1,0,0,3,1,No,Yes,5208.5
17146,650,Apartment,Tier_1,1,6,3,0,0,1,1,2,No,Yes,6941.73
17147,815,Villa,Tier_1,2,4,1,1,0,0,3,3,Yes,No,7879.57
17148,840,Villa,Tier_1,5,4,0,1,1,1,0,2,Yes,Yes,6258.09
17149,319,Independent House,Tier_1,7,1,1,0,1,1,0,1,No,Yes,3251.28
17150,453,Villa,Tier_3,3,1,2,0,1,1,3,2,Yes,No,6093.95
17151,884,Apartment,Tier_3,1,2,3,0,1,1,4,3,Yes,Yes,9433.77
17152,878,Independent House,Tier_1,7,4,2,0,0,0,0,2,Yes,Yes,6925.62
17153,283,Villa,Tier_1,2,3,0,1,0,1,1,1,No,No,3178.54
17154,690,Apartment,Tier_2,3,1,0,1,0,1,4,3,Yes,No,6665.3
17155,429,Villa,Tier_1,2,5,0,0,0,0,4,2,Yes,Yes,2089.48
17156,767,Villa,Tier_3,4,4,1,1,1,1,2,2,No,No,8018.39
17157,853,Villa,Tier_2,7,3,1,0,0,1,4,1,No,No,7847.36
17158,862,Villa,Tier_3,2,4,2,1,0,0,3,1,Yes,Yes,7455.6
17159,222,Apartment,Tier_2,4,6,1,0,0,1,2,2,No,Yes,2008.9
17160,268,Villa,Tier_2,4,2,0,0,1,1,1,3,Yes,No,3328.59
17161,351,Independent House,Tier_1,4,5,2,0,1,1,4,3,Yes,No,6259.72
17162,611,Independent House,Tier_3,1,3,3,1,0,0,2,1,No,Yes,6884.54
17163,379,Villa,Tier_3,6,3,0,0,1,1,0,3,Yes,No,4584.51
17164,505,Independent House,Tier_1,1,1,1,1,1,1,4,3,Yes,No,6646.95
17165,125,Villa,Tier_2,4,2,1,0,1,0,2,2,Yes,Yes,1679.81
17166,174,Apartment,Tier_2,3,2,0,1,0,1,0,2,Yes,No,2668.93
17167,143,Apartment,Tier_3,6,3,0,1,0,0,2,2,No,No,1505.98
17168,492,Independent House,Tier_1,6,4,2,0,1,1,0,1,Yes,Yes,5107.36
17169,722,Independent House,Tier_1,4,3,3,1,1,1,3,3,Yes,Yes,9099.0
17170,88,Villa,Tier_3,7,3,1,0,1,1,0,3,Yes,Yes,1751.64
17171,538,Villa,Tier_2,3,3,1,0,0,1,4,3,Yes,No,6362.02
17172,794,Villa,Tier_2,2,3,2,0,1,1,4,2,No,No,9392.03
17173,488,Apartment,Tier_1,1,3,2,1,1,0,4,3,No,Yes,6018.87
17174,549,Villa,Tier_2,3,3,3,1,0,0,4,2,No,No,7892.86
17175,889,Apartment,Tier_2,6,4,3,0,1,0,1,1,No,Yes,8072.47
17176,585,Independent House,Tier_2,3,5,3,0,0,1,4,1,Yes,Yes,6683.95
17177,765,Apartment,Tier_3,3,6,1,0,1,1,4,3,Yes,No,7926.13
17178,152,Independent House,Tier_1,5,5,2,1,1,1,2,1,Yes,No,4292.12
17179,163,Apartment,Tier_3,1,1,1,0,0,1,1,3,Yes,No,4034.83
17180,138,Apartment,Tier_3,5,5,1,0,0,0,1,2,Yes,Yes,2340.46
17181,100,Villa,Tier_2,2,4,2,0,0,0,4,2,No,Yes,1369.03
17182,537,Independent House,Tier_1,3,3,3,0,1,0,2,1,No,Yes,6106.63
17183,236,Apartment,Tier_2,1,2,2,0,0,0,2,3,No,Yes,2633.32
17184,408,Apartment,Tier_1,6,4,2,1,0,1,0,3,Yes,No,6166.96
17185,652,Independent House,Tier_2,1,2,1,1,0,0,2,1,No,Yes,5582.2
17186,655,Apartment,Tier_1,1,1,2,0,0,1,2,3,No,Yes,6914.15
17187,759,Independent House,Tier_1,3,6,1,1,0,0,0,3,Yes,Yes,6062.12
17188,282,Independent House,Tier_2,6,4,3,0,0,1,2,3,No,No,6281.88
17189,720,Independent House,Tier_2,4,3,3,1,1,0,0,3,No,Yes,7253.42
17190,836,Apartment,Tier_3,7,3,0,1,0,0,2,3,No,No,7077.22
17191,185,Apartment,Tier_3,4,6,2,0,0,0,4,2,Yes,No,3803.35
17192,201,Villa,Tier_1,4,6,3,0,1,1,1,3,No,Yes,4675.25
17193,397,Independent House,Tier_2,5,4,1,1,1,0,1,1,No,Yes,3320.6
17194,261,Apartment,Tier_2,3,4,1,0,1,0,4,1,Yes,Yes,3293.85
17195,694,Apartment,Tier_3,2,3,1,1,1,1,2,2,No,Yes,7167.92
17196,395,Independent House,Tier_2,5,2,3,0,0,0,4,3,No,No,6861.81
17197,893,Independent House,Tier_1,1,4,2,0,1,1,1,3,Yes,Yes,8431.88
17198,852,Independent House,Tier_1,4,6,2,1,0,1,1,2,No,No,8922.84
17199,704,Villa,Tier_1,1,3,3,1,0,1,4,1,Yes,No,9460.03
17200,485,Villa,Tier_3,5,5,3,1,0,1,2,1,Yes,No,6963.07
17201,149,Villa,Tier_1,6,4,0,1,1,0,1,2,Yes,Yes,1090.46
17202,239,Independent House,Tier_3,4,1,2,0,1,0,4,3,Yes,Yes,3796.36
17203,319,Apartment,Tier_3,3,6,0,1,0,1,1,3,Yes,Yes,3246.17
17204,602,Independent House,Tier_1,4,1,0,1,1,0,4,1,Yes,No,5897.0
17205,217,Apartment,Tier_3,4,6,0,0,1,0,1,2,Yes,No,2440.47
17206,574,Villa,Tier_3,6,4,0,1,1,0,4,1,No,No,5188.84
17207,758,Villa,Tier_1,4,3,2,1,0,1,3,2,Yes,No,8583.72
17208,326,Villa,Tier_1,5,2,0,0,0,0,2,3,Yes,Yes,2604.75
17209,622,Apartment,Tier_3,4,4,2,1,1,1,1,3,No,Yes,6787.21
17210,603,Apartment,Tier_3,6,1,3,1,1,1,2,2,No,Yes,7511.48
17211,322,Independent House,Tier_2,5,2,2,1,1,1,3,1,Yes,No,5588.16
17212,699,Independent House,Tier_1,1,5,3,0,1,0,3,1,No,Yes,7039.91
17213,415,Independent House,Tier_2,3,2,2,0,0,1,3,1,No,No,6331.14
17214,501,Villa,Tier_3,4,5,2,1,0,0,2,1,No,No,5998.56
17215,273,Independent House,Tier_2,5,6,2,0,0,1,1,1,Yes,Yes,3999.82
17216,387,Villa,Tier_3,4,1,1,0,0,0,1,2,No,No,3945.83
17217,724,Apartment,Tier_2,4,5,2,1,0,1,2,1,No,Yes,7139.99
17218,585,Villa,Tier_3,6,2,3,1,0,0,0,1,No,Yes,6001.99
17219,360,Villa,Tier_3,4,1,2,0,1,1,4,3,No,Yes,5749.63
17220,882,Villa,Tier_3,2,2,0,1,0,1,1,3,Yes,Yes,6989.06
17221,754,Apartment,Tier_1,3,4,3,1,1,1,3,1,Yes,No,9996.82
17222,869,Apartment,Tier_3,3,2,0,1,1,1,2,3,No,No,8164.74
17223,518,Independent House,Tier_1,5,4,3,0,0,0,1,2,No,No,6838.19
17224,794,Independent House,Tier_3,1,4,0,1,0,1,3,2,No,No,7090.19
17225,687,Independent House,Tier_2,1,5,3,0,1,1,3,3,No,No,8993.08
17226,562,Apartment,Tier_3,1,4,0,1,1,0,3,3,Yes,No,5303.13
17227,302,Apartment,Tier_3,4,5,0,0,0,1,1,3,Yes,Yes,2993.39
17228,828,Apartment,Tier_2,6,4,3,0,1,1,1,3,No,Yes,9450.41
17229,196,Apartment,Tier_3,5,6,3,0,1,1,2,3,Yes,Yes,4592.1
17230,271,Apartment,Tier_3,7,1,3,1,0,1,2,1,No,Yes,4777.94
17231,867,Villa,Tier_3,4,5,0,0,0,0,2,1,Yes,No,6956.93
17232,697,Independent House,Tier_2,6,2,2,1,1,1,0,3,No,No,8497.03
17233,595,Villa,Tier_3,2,5,3,0,0,1,1,3,No,Yes,6663.29
17234,609,Independent House,Tier_1,5,6,3,0,1,1,1,2,No,Yes,6426.75
17235,386,Villa,Tier_1,5,1,2,1,0,1,2,3,Yes,No,6107.7
17236,611,Apartment,Tier_1,6,4,0,0,1,0,0,3,Yes,No,5118.87
17237,201,Independent House,Tier_1,7,1,1,1,1,1,1,3,No,Yes,2588.79
17238,728,Villa,Tier_2,5,3,1,0,0,1,2,2,Yes,Yes,5941.11
17239,671,Independent House,Tier_3,6,1,2,0,0,1,1,2,No,Yes,6495.42
17240,233,Apartment,Tier_1,2,1,2,1,0,0,0,3,No,No,3898.21
17241,616,Apartment,Tier_3,5,1,1,1,0,0,4,2,No,Yes,4984.14
17242,531,Independent House,Tier_3,7,2,1,0,0,1,3,2,No,No,6439.69
17243,248,Independent House,Tier_2,6,2,0,1,1,1,2,1,Yes,No,3691.45
17244,138,Apartment,Tier_3,6,1,1,1,0,0,3,1,Yes,Yes,1775.44
17245,380,Apartment,Tier_1,2,3,0,0,0,0,2,1,No,Yes,1984.22
17246,632,Apartment,Tier_1,1,3,3,1,0,1,0,2,Yes,Yes,6960.83
17247,629,Villa,Tier_2,6,5,2,0,0,1,4,2,No,No,8247.54
17248,196,Independent House,Tier_1,6,1,3,1,1,0,4,3,No,No,5748.72
17249,866,Apartment,Tier_1,5,5,2,0,0,1,2,3,Yes,Yes,8123.87
17250,861,Independent House,Tier_2,4,4,3,1,0,1,1,2,No,No,9621.9
17251,206,Villa,Tier_2,3,3,0,0,1,1,1,1,Yes,No,3000.09
17252,484,Villa,Tier_1,2,4,2,1,1,0,1,3,No,No,6666.33
17253,478,Apartment,Tier_2,1,4,3,1,0,1,4,2,Yes,No,7740.03
17254,594,Independent House,Tier_2,7,1,2,0,1,0,4,3,Yes,No,8024.85
17255,884,Villa,Tier_1,1,3,0,1,1,1,1,3,Yes,Yes,6736.97
17256,577,Independent House,Tier_1,3,5,1,0,0,0,3,1,No,Yes,4311.43
17257,607,Independent House,Tier_2,5,4,3,1,0,0,4,2,Yes,No,7700.77
17258,477,Apartment,Tier_3,7,1,2,1,0,1,1,3,No,No,7613.42
17259,344,Villa,Tier_3,4,2,1,0,1,1,0,1,No,Yes,2866.43
17260,830,Villa,Tier_1,3,3,1,1,1,0,3,3,Yes,No,8251.82
17261,342,Villa,Tier_1,5,2,2,0,0,1,2,1,No,No,5469.31
17262,477,Independent House,Tier_3,6,6,1,1,1,0,4,2,No,Yes,4723.67
17263,725,Villa,Tier_2,7,5,2,1,1,1,0,3,Yes,No,8771.09
17264,804,Villa,Tier_3,5,5,2,0,0,1,1,1,No,No,8658.0
17265,606,Independent House,Tier_3,2,5,0,1,0,0,0,1,No,Yes,3298.41
17266,515,Villa,Tier_1,4,3,2,1,0,1,4,2,No,Yes,6415.66
17267,439,Villa,Tier_2,4,4,3,0,0,1,4,3,No,No,7141.91
17268,208,Independent House,Tier_3,2,1,0,1,1,0,3,3,Yes,No,3343.65
17269,713,Villa,Tier_2,5,6,0,1,1,0,3,3,No,Yes,6093.41
17270,320,Apartment,Tier_1,5,4,0,0,1,0,1,3,Yes,No,3242.97
17271,706,Independent House,Tier_3,7,3,0,0,1,1,2,2,No,Yes,5244.28
17272,788,Villa,Tier_1,4,6,3,1,0,1,3,2,Yes,No,10257.63
17273,301,Apartment,Tier_3,4,2,3,0,1,0,0,1,No,Yes,4835.1
17274,293,Independent House,Tier_2,4,1,0,0,1,0,0,3,No,No,2885.54
17275,671,Villa,Tier_1,4,5,1,0,1,1,2,3,Yes,Yes,6677.15
17276,854,Independent House,Tier_2,5,2,3,0,1,1,4,3,Yes,Yes,9644.4
17277,214,Apartment,Tier_3,4,6,3,0,1,1,0,2,Yes,Yes,4000.32
17278,897,Independent House,Tier_1,6,4,0,1,0,0,4,2,No,No,8265.96
17279,833,Villa,Tier_2,5,1,3,1,1,1,3,1,Yes,No,10890.28
17280,465,Apartment,Tier_2,2,5,0,1,0,0,4,1,Yes,No,3968.94
17281,382,Independent House,Tier_3,6,1,1,1,1,1,4,3,No,Yes,4181.62
17282,861,Villa,Tier_1,1,4,0,0,0,1,1,2,No,No,7493.44
17283,366,Villa,Tier_2,2,3,1,1,1,0,1,3,Yes,Yes,4484.38
17284,641,Apartment,Tier_1,2,4,3,0,0,1,3,3,No,Yes,7713.69
17285,268,Apartment,Tier_1,3,3,1,1,1,0,0,3,Yes,No,3961.83
17286,376,Independent House,Tier_1,2,5,0,1,0,1,1,1,No,No,4483.07
17287,605,Villa,Tier_1,7,4,2,1,1,1,0,2,Yes,Yes,6388.18
17288,468,Apartment,Tier_3,3,4,3,0,0,0,1,2,Yes,No,6246.95
17289,538,Villa,Tier_2,3,4,2,0,1,0,1,1,No,No,6151.87
17290,823,Independent House,Tier_1,3,4,0,0,0,0,0,2,No,No,6367.97
17291,340,Apartment,Tier_2,6,3,2,1,0,0,2,2,Yes,No,5119.11
17292,783,Independent House,Tier_2,2,3,3,1,0,0,1,3,Yes,Yes,8411.32
17293,794,Independent House,Tier_2,1,2,0,0,1,1,1,1,Yes,No,6867.49
17294,852,Apartment,Tier_3,7,5,0,0,0,0,3,1,No,No,6821.57
17295,192,Independent House,Tier_1,6,5,1,1,0,0,2,1,No,Yes,2002.34
17296,115,Villa,Tier_1,3,3,0,0,0,0,0,3,No,No,664.85
17297,158,Apartment,Tier_2,7,2,0,0,1,0,2,2,No,Yes,1281.12
17298,354,Villa,Tier_2,4,2,2,1,1,0,0,3,Yes,No,6059.27
17299,357,Independent House,Tier_3,4,4,1,1,1,0,4,1,Yes,No,4832.63
17300,753,Apartment,Tier_3,5,2,1,0,1,1,3,3,No,Yes,6843.7
17301,391,Villa,Tier_2,4,5,2,0,1,0,3,2,No,No,5507.6
17302,608,Villa,Tier_1,4,1,0,0,1,1,3,3,Yes,No,5590.72
17303,283,Villa,Tier_3,3,3,3,1,1,0,4,3,Yes,Yes,5594.87
17304,96,Villa,Tier_1,6,4,1,0,0,0,0,2,Yes,No,2001.51
17305,793,Villa,Tier_3,2,2,1,1,1,0,2,3,No,Yes,6817.82
17306,555,Independent House,Tier_1,6,3,3,0,1,1,1,1,No,Yes,7401.27
17307,590,Independent House,Tier_2,6,3,3,0,1,0,4,1,No,Yes,6863.83
17308,289,Independent House,Tier_3,7,3,2,1,0,1,1,3,No,Yes,4475.01
17309,578,Independent House,Tier_2,4,5,1,1,1,1,3,2,Yes,Yes,6451.94
17310,481,Independent House,Tier_3,2,4,0,1,0,0,3,3,Yes,No,4554.28
17311,508,Independent House,Tier_2,1,1,2,1,0,1,2,3,No,Yes,6093.13
17312,157,Independent House,Tier_3,7,4,3,0,1,0,1,2,No,No,4692.36
17313,647,Villa,Tier_3,6,6,0,0,1,1,1,3,Yes,No,6320.03
17314,159,Independent House,Tier_3,6,2,3,1,1,0,1,2,Yes,Yes,3634.43
17315,385,Villa,Tier_1,4,6,3,1,1,1,3,1,Yes,Yes,5480.46
17316,137,Apartment,Tier_1,1,4,1,0,0,1,2,1,No,No,2933.18
17317,609,Independent House,Tier_3,7,5,2,0,0,1,4,2,Yes,No,7630.03
17318,287,Villa,Tier_2,1,1,0,1,0,0,0,1,Yes,No,2294.52
17319,590,Apartment,Tier_2,5,4,1,1,1,0,4,1,Yes,Yes,5384.57
17320,214,Apartment,Tier_3,2,2,0,0,1,1,3,3,Yes,No,3911.04
17321,601,Villa,Tier_1,2,4,0,0,0,0,1,1,No,Yes,3052.84
17322,660,Villa,Tier_1,5,5,2,0,1,0,4,3,No,No,8074.62
17323,162,Villa,Tier_1,7,3,0,1,1,0,3,3,No,No,3207.57
17324,700,Independent House,Tier_1,3,5,1,1,0,0,4,3,No,No,7493.77
17325,123,Apartment,Tier_2,7,5,1,1,0,0,1,3,No,Yes,1601.25
17326,562,Independent House,Tier_3,5,5,1,0,1,1,1,1,No,Yes,4405.97
17327,723,Independent House,Tier_3,7,1,1,0,0,0,3,2,Yes,Yes,6301.37
17328,572,Independent House,Tier_3,6,6,0,1,1,0,0,2,No,Yes,3675.37
17329,578,Apartment,Tier_2,5,4,1,1,1,1,2,1,No,No,7721.61
17330,97,Apartment,Tier_1,5,2,2,1,1,0,0,3,Yes,Yes,2723.46
17331,684,Apartment,Tier_1,1,3,0,1,0,1,3,1,No,Yes,5604.97
17332,373,Villa,Tier_2,7,3,2,1,0,0,3,2,Yes,Yes,3318.54
17333,227,Independent House,Tier_2,7,6,1,0,1,0,3,3,Yes,Yes,2857.26
17334,551,Villa,Tier_3,2,1,2,0,1,0,0,1,Yes,No,5549.67
17335,251,Villa,Tier_3,3,2,3,0,0,0,2,1,Yes,No,5060.95
17336,642,Independent House,Tier_2,4,6,1,1,1,0,4,3,No,No,6520.06
17337,610,Apartment,Tier_2,4,3,0,1,0,1,3,2,Yes,No,5638.39
17338,199,Independent House,Tier_2,4,2,2,0,0,0,1,2,Yes,No,3575.29
17339,816,Villa,Tier_1,3,2,0,1,0,1,3,3,No,No,7715.23
17340,145,Apartment,Tier_3,4,4,1,1,0,1,1,2,Yes,Yes,2286.07
17341,220,Apartment,Tier_2,3,1,0,0,0,1,3,2,No,Yes,2016.85
17342,525,Villa,Tier_2,4,5,2,1,1,1,3,2,No,No,8516.81
17343,585,Apartment,Tier_1,4,5,2,1,0,1,3,3,Yes,Yes,6835.29
17344,268,Apartment,Tier_2,3,6,3,1,0,1,4,1,No,No,5988.57
17345,237,Independent House,Tier_3,2,3,3,0,0,1,4,1,Yes,No,5447.81
17346,689,Independent House,Tier_1,6,3,2,0,0,0,4,3,No,No,7992.54
17347,749,Villa,Tier_2,6,1,3,1,0,0,3,3,Yes,Yes,7826.91
17348,325,Villa,Tier_3,3,4,1,0,0,1,2,2,No,Yes,3272.51
17349,827,Villa,Tier_3,3,3,2,0,1,1,0,1,No,Yes,8013.0
17350,112,Apartment,Tier_1,5,6,2,1,1,1,2,2,No,Yes,3164.02
17351,440,Villa,Tier_3,1,6,2,0,1,0,3,2,Yes,Yes,4470.49
17352,832,Independent House,Tier_1,7,6,0,0,0,1,4,2,Yes,Yes,5676.9
17353,409,Apartment,Tier_3,1,6,1,1,1,0,3,3,Yes,Yes,4170.63
17354,591,Villa,Tier_2,2,6,1,0,0,0,0,2,No,No,5658.34
17355,866,Apartment,Tier_1,2,3,1,0,0,0,4,3,No,No,9055.65
17356,150,Apartment,Tier_3,2,2,1,1,1,1,4,2,No,No,4381.09
17357,392,Apartment,Tier_1,1,1,2,1,0,0,4,2,No,No,5965.91
17358,807,Villa,Tier_3,2,5,3,1,0,0,0,1,No,Yes,7098.62
17359,158,Apartment,Tier_1,6,1,1,0,1,1,2,2,Yes,No,3416.42
17360,248,Apartment,Tier_2,2,6,1,1,1,0,1,1,No,No,3481.17
17361,889,Apartment,Tier_1,7,5,3,1,1,0,1,1,Yes,Yes,8755.59
17362,259,Independent House,Tier_1,3,2,2,1,0,0,1,1,No,No,4083.77
17363,707,Villa,Tier_2,6,4,2,0,0,1,0,2,Yes,No,7894.73
17364,339,Independent House,Tier_3,6,5,2,0,0,0,1,2,Yes,No,4801.13
17365,565,Apartment,Tier_2,3,2,2,1,1,1,4,3,No,No,8435.21
17366,851,Apartment,Tier_1,7,4,3,0,1,1,3,1,Yes,Yes,9736.17
17367,84,Independent House,Tier_2,1,2,0,0,1,1,0,1,Yes,Yes,698.49
17368,376,Apartment,Tier_2,3,4,3,1,1,1,2,1,Yes,No,7671.59
17369,699,Independent House,Tier_1,2,3,1,1,0,1,1,1,Yes,No,6729.1
17370,439,Apartment,Tier_1,3,6,2,1,0,0,0,3,No,Yes,4724.14
17371,196,Apartment,Tier_2,6,4,1,1,1,0,1,3,Yes,No,3769.05
17372,436,Apartment,Tier_1,5,5,0,0,0,1,4,3,Yes,Yes,4160.11
17373,518,Apartment,Tier_3,3,4,2,1,0,0,2,3,Yes,Yes,5914.85
17374,410,Villa,Tier_3,1,1,0,0,0,0,1,2,No,Yes,2220.15
17375,604,Villa,Tier_3,2,4,1,0,0,1,4,1,Yes,No,6294.96
17376,733,Villa,Tier_3,6,2,3,0,1,0,3,1,No,Yes,7796.59
17377,267,Independent House,Tier_2,6,5,0,0,0,1,1,2,Yes,Yes,1857.99
17378,360,Independent House,Tier_2,2,6,3,0,1,1,4,2,No,Yes,5520.3
17379,590,Independent House,Tier_2,1,3,1,1,0,1,0,1,Yes,Yes,4378.72
17380,545,Independent House,Tier_1,3,6,1,0,1,1,2,1,No,No,6143.26
17381,194,Villa,Tier_2,7,3,1,1,1,0,4,2,No,Yes,3409.44
17382,315,Independent House,Tier_2,2,2,1,0,1,1,4,3,Yes,No,5929.57
17383,417,Independent House,Tier_1,2,3,1,1,1,1,0,3,No,Yes,5407.1
17384,601,Independent House,Tier_1,5,5,2,1,1,0,4,3,Yes,Yes,6326.01
17385,278,Apartment,Tier_1,1,2,2,1,0,0,1,3,No,Yes,4249.76
17386,843,Independent House,Tier_3,6,5,3,1,1,1,0,1,Yes,Yes,8848.9
17387,129,Apartment,Tier_2,6,3,0,0,0,0,3,2,Yes,No,1826.16
17388,221,Independent House,Tier_2,7,6,0,1,0,0,4,2,No,Yes,2351.11
17389,862,Independent House,Tier_2,3,3,2,1,1,0,3,2,No,No,9405.39
17390,607,Apartment,Tier_1,3,1,1,1,1,1,4,2,Yes,Yes,6266.61
17391,593,Independent House,Tier_2,2,2,1,0,0,1,4,1,Yes,Yes,4836.33
17392,749,Apartment,Tier_3,4,4,2,0,0,1,1,3,Yes,Yes,6920.95
17393,109,Independent House,Tier_2,5,2,1,1,1,1,3,2,No,No,3726.71
17394,161,Independent House,Tier_2,5,5,0,0,0,1,0,1,Yes,No,1274.38
17395,110,Apartment,Tier_1,5,3,1,1,1,1,0,3,No,No,3414.75
17396,827,Villa,Tier_3,6,6,1,0,1,0,3,1,No,Yes,6725.66
17397,412,Apartment,Tier_2,2,1,0,1,1,0,3,2,Yes,Yes,3786.32
17398,739,Villa,Tier_1,1,6,0,0,1,0,3,1,Yes,Yes,5043.35
17399,256,Apartment,Tier_3,1,2,2,0,0,1,3,1,Yes,No,4323.23
17400,449,Villa,Tier_3,5,6,1,1,0,1,3,1,Yes,Yes,4442.94
17401,626,Independent House,Tier_1,6,5,3,1,1,0,2,3,No,Yes,7721.83
17402,614,Villa,Tier_1,4,1,0,0,1,1,3,3,No,No,6559.94
17403,185,Independent House,Tier_1,7,1,0,1,0,0,2,1,Yes,No,2516.46
17404,176,Apartment,Tier_1,7,1,0,0,1,0,4,2,No,No,2929.42
17405,309,Villa,Tier_1,6,3,0,0,0,1,0,2,No,No,3643.15
17406,306,Independent House,Tier_1,4,5,0,0,0,0,3,1,No,Yes,1740.34
17407,450,Apartment,Tier_2,3,1,0,1,0,1,4,3,Yes,Yes,4006.58
17408,179,Villa,Tier_1,4,6,2,1,0,1,1,3,Yes,Yes,3657.18
17409,524,Independent House,Tier_1,5,6,1,1,1,0,2,2,No,No,6819.33
17410,547,Villa,Tier_3,3,6,3,0,1,1,3,2,No,No,8457.96
17411,134,Villa,Tier_3,5,3,3,0,0,0,4,2,No,No,4543.43
17412,274,Independent House,Tier_3,6,3,3,1,1,1,3,1,Yes,Yes,5570.15
17413,599,Independent House,Tier_1,6,3,1,0,0,0,0,2,Yes,No,6076.11
17414,503,Apartment,Tier_1,1,2,3,1,1,0,3,1,Yes,No,7259.47
17415,394,Independent House,Tier_2,5,6,1,0,1,1,1,3,Yes,No,5816.55
17416,207,Independent House,Tier_2,3,3,1,0,1,0,2,2,Yes,No,2434.04
17417,111,Villa,Tier_2,5,5,1,0,1,1,1,2,No,Yes,2158.08
17418,172,Independent House,Tier_2,2,4,1,0,0,1,0,3,No,Yes,2421.08
17419,598,Villa,Tier_1,6,2,3,0,1,0,3,2,Yes,Yes,7084.37
17420,337,Villa,Tier_3,3,1,1,0,0,1,3,3,No,No,5208.09
17421,299,Independent House,Tier_1,4,3,2,0,1,1,0,2,Yes,No,4531.61
17422,831,Independent House,Tier_1,1,6,0,0,1,0,3,3,No,No,7815.51
17423,185,Independent House,Tier_1,4,2,0,1,0,1,3,2,Yes,No,2112.4
17424,627,Independent House,Tier_1,5,2,0,0,1,0,3,3,No,No,5682.78
17425,495,Apartment,Tier_3,4,5,2,1,0,0,4,1,No,Yes,4665.7
17426,636,Villa,Tier_3,3,1,0,1,1,1,4,3,Yes,Yes,5396.6
17427,889,Apartment,Tier_2,2,4,3,1,1,0,2,3,No,Yes,8631.88
17428,388,Apartment,Tier_1,4,4,3,1,1,0,0,2,Yes,No,6787.94
17429,445,Villa,Tier_2,5,6,2,1,0,0,1,1,No,Yes,4606.3
17430,600,Apartment,Tier_3,4,2,2,1,1,0,0,1,Yes,No,7019.53
17431,538,Independent House,Tier_3,4,2,2,1,1,1,3,2,Yes,Yes,7151.64
17432,678,Independent House,Tier_2,7,1,2,0,1,1,3,2,No,No,7904.8
17433,449,Independent House,Tier_3,3,6,0,1,0,1,0,3,No,Yes,3238.97
17434,410,Independent House,Tier_3,7,2,1,1,1,0,3,2,Yes,Yes,4501.78
17435,768,Villa,Tier_1,7,3,0,1,1,0,2,1,Yes,Yes,5525.1
